,Unnamed: 0,companyName,country,prefix,streetAddress1,streetAddress2
5936,5936,Wachendorff Elektronik  GmbH & Co. KG,DE,a8:d3:c8,Industriestraße 7,Geisenheim    65366
5937,5937,Gemintek Corporation,TW,e0:cf:2d,"5F-1, No.8, Alley 30, Lane 358, Rueiguang Rd.",Taipei    114
5938,5938,"Cisco Systems, Inc",US,68:bd:ab,80 West Tasman Drive,San Jose  CA  94568
5939,5939,"Obihai Technology, Inc.",US,9c:ad:ef,2105 S. Bascom Ave #285,Campbell  CA  95008
5940,5940,"APCON, Inc.",US,d0:89:99,9255 SW Pioneer Court,Wilsonville  OR  97070
5941,5941,Thompson Aerospace,US,44:54:c0,18 Technology,Irvine  CA  92618
5942,5942,"Cisco Systems, Inc",US,b4:a4:e3,80 West Tasman Drive,San Jose  CA  94568
5943,5943,TRISON TECHNOLOGY CORPORATION,TW,90:90:3c,"No.3, Kung-Yeh 12th Rd., Ping-Jen Industrial Park,","Ping-Jen City,   TaoYuan County  32459"
5944,5944,"A+V Link Technologies, Corp.",TW,94:dd:3f,"5F., No.550, Xianzheng 2nd Rd.",Zhubei City  Hsinchu Country  30268
5945,5945,"TANGTOP TECHNOLOGY CO.,LTD",TW,c8:ee:08,"1F,NO.153,Ligon St.,Beitou District",Taipei City     112
5946,5946,"Chipsip Technology Co., Ltd.",TW,74:72:f2,"8F-1, No.186, Jian-Yi Road, ChungHo City,",Taipei    235
5947,5947,D-Link Corporation,TW,5c:d9:98,"No.289, Sinhu 3rd Rd., Neihu District, ",Taipei City     114
5948,5948,CSM GmbH,DE,d4:6c:da,Raiffeisenstraße 34,Filderstadt  Baden-Württemberg  70794
5949,5949,Spica international,SI,c4:f4:64,Pot k sejmiscu 33,Ljubljana    1000
5950,5950,wenglor sensoric gmbh,DE,54:4a:05,wenglor Str. 3,Tettnang    88069
5951,5951,Theben AG,DE,5c:ca:32,Hohenbergstraße 32,Haigerloch  Baden-Württemberg  72401
5952,5952,C3PO S.A.,ES,84:c7:a9,Alejandro Goicoechea 6 Local 9,Sant Just Desvern  Barcelona  ES08960
5953,5953,Deltenna Ltd,GB,f8:ac:6d,First Floor Unit 2,Chippenham  Wiltshire  SN15 1BN
5954,5954,"HEXIUM Technical Development Co., Ltd.",HU,64:10:84,Vaci ut 51b,BUDAPEST    H-1134
5955,5955,Prysm Inc,US,c4:16:fa,180 Baytech Drive,San Jose  California  95134
5956,5956,"Aisai Communication Technology Co., Ltd.",HK,e0:c2:86,"Room 2610 Asia Trade Centre,",Kwai Chung  N.T.  852
5957,5957,"Cognitas Technologies, Inc.",US,d8:4b:2a,6406 Laurel Bush Ln.,Sugar Land  Texas  77479
5958,5958,Galtronics Telemetry Inc.,US,68:4b:88,31 Lupi Ct,Palm Coast  Florida  32137
5959,5959,EMPORIA TELECOM Produktions- und VertriebsgesmbH & Co KG,AT,84:29:14,"Industriezeile 36, ",Linz    4020
5960,5960,Grupo Digicon,BR,4c:8b:55,"Rua Nissin Castiel, 640",Gravataí  Rio Grande do Sul  94045420
5961,5961,Emicon,RU,04:a3:f3,"shelkovskoe shosse, 77",Moscow    107241
5962,5962,"Cisco Systems, Inc",US,f8:66:f2,80 West Tasman Drive,San Jose  CA  94568
5963,5963,"YSI, Inc.",US,7c:55:e7,1725 Brannum Lane,Yellow Springs  Ohio  45387
5964,5964,iNES. applied informatics GmbH,DE,c0:2b:fc,Ohmstrasse 9,Ludwigsburg    71642
5965,5965,Shanhai GBCOM Communication Technology Co. Ltd,CN,ac:34:cb,"Room 602, Building 6, No.555 Dongchuan Road",Shanghai     200241
5966,5966,GreenWave Reality Inc,US,d4:a9:28,39 Parker,Irvine  California  92618
5967,5967,OTSL Inc.,JP,9c:ff:be,"HANROKU Bldg. 2F, 2-1-2",Shinjuku-ku  Tokyo  160-0021
5968,5968,"Sanjole, Inc.",US,2c:d1:da,"2800 Woodlawn Drive, #271",Honolulu  Hawaii  96822
5969,5969,NEC CASIO Mobile Communications,JP,10:0e:2b,"1753,Shimonumabe",Kawasaki-shi  Kanagawa  211-8666
5970,5970,Tonalite Holding B.V.,NL,44:5e:f3,Nieuw Amsterdamsestraat 40,Emmen  Drenthe  7814 VA
5971,5971,"pomdevices, LLC",US,10:0c:24,178 Colvard Park Dr,Durham  NC  27713
5972,5972,Kyoto University,JP,58:f6:bf,Yoshida-Hommachi,Kyoto    6068501
5973,5973,Microsoft,US,7c:ed:8d,1 Microsoft Way,Redmond  Washington  98052
5974,5974,Scheidt & Bachmann GmbH,DE,54:fd:bf,Breite Strasse 132,Moenchengladbach  NRW  41238
5975,5975,"LG-Ericsson Co.,Ltd.",KR,b4:0e:dc,"533,Hogye-1dong,Dongan-gu",Anyang-shi  Kyungki-do  431-749
5976,5976,ECOtality North America,US,a4:d1:d1,430 S 2nd Avenue,Phoenix  AZ  85003
5977,5977,"Shenzhen Zowee Technology Co., Ltd",CN,c8:d5:fe,"Block 5, Science and Technology Industrial Park of",Shenzhen  GuangDong  518055
5978,5978,100fio networks technology llc,US,c4:93:13,2534 crescent st. apt 3F,Astoria  New york  11102
5979,5979,"Shenzhen Coship Electronics Co., Ltd.",CN,a4:a8:0f,"Rainbow Bldg., North, Hi-Tech Industrial Park, Nanshan District, ",Shenzhen  Guangdong  518057
5980,5980,BG T&A,KR,b8:92:1d,"4F, L&C Tower",Gunpo-si  Gyeonggi-do  435-845
5981,5981,Woodstream Corporation,US,48:fc:b8,69 N. Locust Street,Lititz  PA  17543
5982,5982,Zelfy Inc,US,54:89:22,"4655 Old Ironsides Dr, Suite#200",Santa Clara  Ca  95054
5983,5983,Highgates Technology,US,f8:c0:91,1415 Highgates Ave,Los Angeles  CA  90042
5984,5984,"SunReports, Inc.",US,6c:5c:de,1406 Cedarwood Dr.,San Mateo  CA  94403
5985,5985,"Calsys, Inc.",US,24:1f:2c,"2700 Augustine drive, Ste145",Santa Clara  California  95054
5986,5986,GridCentric Inc.,CA,28:48:46,350 Bloor St. E,Toronto  Ontario  M4W 0A1
5987,5987,"Crystalfontz America, Inc.",US,58:b9:e1,12412 E. Saltese Ave.,Spokane Valley  WA  99216
5988,5988,"Beijing Omnific Technology, Ltd.",CN,64:67:07,"Rm. 402, Building 1, Shui Mu Qing Hua Community",Beijing    100190
5989,5989,"Phoenix Broadband Technologies, LLC.",US,d4:00:0d,589 Bethlehem Pike,Montgomeryville  PA  18936
5990,5990,S5 Tech S.r.l.,IT,e8:7a:f3,Via Tortona 72,Milano    20144
5991,5991,Naviit Inc.,US,40:c7:c9,3058A Scott Blvd.,Santa Clara  CA  95054
5992,5992,Polytron Vertrieb GmbH,DE,a0:a7:63,Langwiesenweg 64-71,Bad Wildbad  Baden-Württemberg  75323
5993,5993,"SUNGJIN C&T CO.,LTD",KR,d4:96:df,Daeya,Sheung  Gyeonggi  429-809
5994,5994,"Forward Pay Systems, Inc.",US,d0:7d:e5,"9531 West 78th St., #245",Eden Prairie  MN  55344
5995,5995,Creative Product Design Pty. Ltd.,AU,7c:ef:18,82 Victoria Street,Sandringham  Victoria  3191
5996,5996,Messana Air.Ray Conditioning s.r.l.,IT,fc:d4:f6,Via Venezia 18,Oderzo  TV  31046
5997,5997,Amimon Ltd,IL,0c:d6:96,2 Maskit st,Herzlia    46733
5998,5998,"Consert, Inc.",US,b4:37:41,4700 Falls of Neuse Rd.,Raleigh  NC  27609
5999,5999,Santur Corporation,US,f8:fb:2f,40931 Encyclopedia Circle,Fremont  California  94538
6000,6000,Summit Technology Group,US,2c:cd:43,145 Belmont Drive,Somerset  NJ  08873
6001,6001,"Wireless Glue Networks, Inc.",US,6c:8d:65,"1601 N. Main Street, Suite 202",Walnut Creek  CA  94596
6002,6002,"Wireless Technology, Inc.",US,cc:fc:b1,2064 Eastman Ave. #113,Ventura  CA  93003-7787
6003,6003,Weightech Com. Imp. Exp. Equip. Pesagem Ltda,BR,cc:5c:75,"Rodovia Virgílio Várzea, 3110 - Sala 01",Florianópolis  SC  88032-001
6004,6004,"Shandong Intelligent Optical Communication Development Co., Ltd.",CN,a0:98:ed,"No.149 Yingcui Road,Torch Town,Advanced Technique Development Area",Jining  Shandong  272023
6005,6005,Enecsys Ltd,GB,34:c6:9a,Harston Mill,Cambridge  Cambridgeshire  CB22 7GG
6006,6006,Telekom Research and Development Sdn Bhd,MY,50:2a:8b,TMRND Innovation Centre,Cyberjaya  Selangor  63000
6007,6007,Tenebraex,US,f8:8d:ef,27 Drydock Avenue,Boston  MA  02210
6008,6008,AWCER Ltd.,KR,ec:43:e6,100-413 Bucheon Technopark,Bucheon-city  Gyeonggi-do  421-741
6009,6009,Essec,BE,f0:ec:39,Schoebroekstraat 48,Paal  Limburg  3583
6010,6010,Chitai Electronic Corp.,TW,58:49:ba,"5F., No. 1 Lane 123, Pao-Chung Rd., Hsin-Tien City ",Taiepi    23144
6011,6011,DAEWOOIS,KR,18:17:14,7F Namkwang Centlex Bldg. 440-4 Cheongcheon2-dong ,Incheon  Pupyeong-gu  82
6012,6012,Forworld Electronics Ltd.,TW,80:b2:89,"No.16 Keyuan 2nd Rd., Situn District",Taichung City    886
6013,6013,S.M. Dezac S.A.,ES,14:a6:2c,Vial Sant jordi S/N,Viladecavalls  Barcelona  08232
6014,6014,"Fujian Newland Communication Science Technologies Co.,Ltd.",CN,a8:f4:70,"Newland Science & Technology Park No.1 Rujiang West Rd., Mawei, ",Fuzhou  Fujian  350015
6015,6015,U & B tech,KR,dc:1d:9f,"2F, Daeyoung buliding, 1423-6, Kwanyang-1Dong,",Anyang-Si  Gyeonggi-Do  431-061
6016,6016,"SHENZHEN SEA STAR TECHNOLOGY CO.,LTD",CN,08:16:51,"Seastar industrial Park, BaoLong  6th Ave",ShenZhen  GuangDong  518116
6017,6017,CASCO SIGNAL LTD,CN,dc:49:c9,No.489 Xizang Bei Road,Shanghai    200071
6018,6018,Taleo,US,b0:91:34,4140 Dublin Blvd,Dublin  California  94568
6019,6019,DISPLAIRE CORPORATION,US,a8:63:df,"1300 Valley House Dr, Ste 100",Rohnert Park  CA  94928
6020,6020,Soundmax Electronic Limited ,CN,10:43:69,"Room#1505, Oriental plaza, #1072 JianShe Road",SHENZHEN   Guangdong  518001
6021,6021,Dobbs Stanford,US,c0:6c:0f,2715 Electronic Lane,Dallas  Texas  75220
6022,6022,"Cisco Systems, Inc",US,54:75:d0,80 West Tasman Drive,San Jose  CA  94568
6023,6023,tdvine,KR,bc:6a:16,301 Maison Maru Building ,Seoul    135-010
6024,6024,"Beijing Gefei Tech. Co., Ltd ",CN,c8:ef:2e,"A-603 Power Creative Plaza, NO.1 Shangdi E. Rd.,Haidian District, ",Beijing    100085
6025,6025,"UNITEC Co., Ltd.",JP,98:dc:d9,1-2-1-Shinyokohama,Yokohama-shi  Kanagawa  222-0033
6026,6026,"NST Co., LTD",KR,30:52:5a,"RM301,Daeryung Techno Town 2, 569-21",Seoul    153-771
6027,6027,KAEL MÜHEND?SL?K ELEKTRON?K T?CARET SANAY? L?M?TED ??RKET?,TR,60:89:b7,"Atatürk Mah. 78 sokak ,No:10, Büyükalan Mevkii",Izmir  Aegean  35175
6028,6028,True Technologies Inc.,KR,2c:a7:80,"R476, AngelCity 1st,","Seongnam,  Kyungki  463-862"
6029,6029,Teracom Limited,IN,54:5f:a9,"B-84, Sector - 60,",Noida  Uttar Pradesh  201 301
6030,6030,"Cisco Systems, Inc",US,ec:c8:82,80 West Tasman Drive,San Jose  CA  94568
6031,6031,Skytap,US,a0:b9:ed,710 2nd Ave Suite 1130,Seattle  WA  98104
6032,6032,Phytec Messtechnik GmbH,DE,50:2d:f4,Robert-Koch-Straße 39,Mainz  Rheinland-Pfalz  55129
6033,6033,b gmbh medien + datenbanken,DE,38:e8:df,Kurfuerstenstrasse 22,Ludwigsburg  BW  71636
6034,6034,Elmo Motion Control,IL,10:18:9e,64 Gisin St.,Petach Tikva    49103
6035,6035,"LINEEYE CO., LTD",JP,88:fd:15,5F Marufuku Bldg. 39-1 Karahashi,Kyoto    601-8468
6036,6036,"Shaanxi Hitech Electronic Co., LTD",CN,10:44:5a,"35 Tuanjienan Rode,",Xian  Shaanxi  710075
6037,6037,Elber Srl,IT,60:b3:c4,via Pontevecchio 42 W,Carasco  Ge  16042
6038,6038,Samtec Inc,US,04:c8:80,520 Park East Blvd,New Albany  IN  47150
6039,6039,"Siemens AG, Healthcare Sector",DE,88:4b:39,Henkestrasse 127,Erlangen  Bavaria  91052
6040,6040,Guangzhou Comet Technology Development Co.Ltd,CN,44:c2:33,"Rm 304,FL 3,Block G,Science and  Technology Innovation Base,",Guangzhou  Guangdong  510663
6041,6041,ASKEY COMPUTER CORP,TW,b4:82:fe,"10F,No.119,JIANKANG RD,ZHONGHE DIST",NEW TAIPEI  TAIWAN  23585
6042,6042,RIM,CA,30:7c:30,295 Phillip Street,Waterloo  Ontario  N2L 3W8
6043,6043,"CORE STAFF CO., LTD.",JP,bc:4e:3c,"Shin-osaka Oriental Bldg. 14F, 7-1-26 Nishinakajima",Yodogawa-ku  Osaka  532-0011
6044,6044,TeleAdapt Ltd,GB,80:ba:ac,Axis 5,Watford  Hertfordshire  WD244YW
6045,6045,"Universal Audio, Inc",US,fc:44:63,4585 Scotts Valley Dr.,Scotts Valley  CA  95066
6046,6046,Integrated Corporation,HK,f0:68:53,"3/F, Shun On Commercial Bldg., ","Cetnral,    "
6047,6047,"Source Technologies, LLC",US,10:e6:ae,2910 Whitehall Park Drive,Charlotte  NC  28273
6048,6048,"Vitec Group, Camera Dynamics Ltd",GB,a4:ad:b8,William Vinten Building,Bury St Edmunds  Suffolk  IP33 3TB
6049,6049,GHEO SA,CH,90:a2:da,"Via Soldini, 22",Chiasso    CH-6830
6050,6050,HMI Sources Ltd.,TW,c4:1e:ce,"5 Floor, Suite 2, 233 Hsin Yi Road, Section 4",Taipei    10681
6051,6051,d2d technologies,US,bc:d5:b6,10611 roundwood glen ct,Jacksonville  Fl  32256
6052,6052,Phase Motion Control SpA,IT,1c:8f:8a,"via Adamoli, 461",Genova    IT16141
6053,6053,H. ZANDER GmbH & Co. KG,DE,a4:b1:ee,Am Gut Wolf 15,Aachen    52070
6054,6054,StorSimple Inc,US,48:6f:d2,2350 Mission College Blvd,Santa Clara  CA  95054
6055,6055,"IPROAD.,Inc",KR,d4:f1:43,"#505 Byuksan digital valley 7, 170-13,",Seoul    152-847
6056,6056,OnTime Networks AS,NO,cc:54:59,Gladsvei 20,Oslo    0489
6057,6057,Wattwatchers Pty Ld,AU,3c:b1:7f,22 Woodbury Rd St. Ives,Sydney  NSW  2075
6058,6058,"THAMWAY CO.,LTD.",JP,00:db:45,3-9-2,Fuji  Shizuoka  417-0001
6059,6059,TeleComp R&D Corp.,US,a0:23:1b,102 SW Orange Blossom,Lake City  Florida  32025
6060,6060,PowerLayer Microsystems HongKong Limited,CN,94:c4:e9,"23 Zhichun Rd,Liangziyinzuo Rm1009",Beijing    100083
6061,6061,"Cisco Systems, Inc",US,88:43:e1,80 West Tasman Drive,San Jose  CA  94568
6062,6062,"Pie Digital, Inc.",US,b4:ed:19,"575 Market st., 8th floor",San Francisco  CA  94105-2823
6063,6063,CANON INC.,JP,88:87:17,3-30-2,Ohta-Ku  Tokyo  146-8501
6064,6064,TTC Next-generation Home Network System WG,JP,e0:27:1a,1-1-12 Shiba Kouen,Minato-ku  Tokyo  105-0011
6065,6065,Gnodal Ltd,GB,84:c7:27,178 - 180 Hotwell Road,Bristol    BS8 4RP
6066,6066,UAB Selteka,LT,e4:ab:46,DraugystÃ«s g. 19,Kaunas    LT-51230 
6067,6067,Cameronet GmbH & Co. KG,DE,d4:79:c3,Elberfelder Strasse 96,Remscheid  NRW  42853
6068,6068,TRILOBIT LTDA.,BR,94:5b:7e,R. ALVARENGA 1377,São Paulo    05509002
6069,6069,LG ELECTRONICS INC,KR,e8:5b:5b,"19-1, CHEONGHO-RI, JINWI-MYEON",PYEONGTAEK  GYEONGGI-DO  451-713
6070,6070,"Iota, Inc.",US,20:d9:06,"2212 Queen Anne Ave. N., #348",Seattle  WA  98109
6071,6071,ZIV,ES,40:40:22,"Polígono Parque Tecnológico, 210",ZAMUDIO  VIZCAYA  48170
6072,6072,Neuron Robotics,US,74:f7:26,91 Pearson Ave,Somerville  MA  02144
6073,6073,"Changhe Electronics Co., Ltd.",CN,18:fc:9f,"6th Floor, Building B, Dajiahao Square, YuÂ¡Â¯an 1st Road, BaoÂ¡Â¯an, ",Shenzhen  Guangdong  518101
6074,6074,Plastic Logic,US,a4:38:fc,"650 Castro St., Suite 500",Mountain View  CA  94041
6075,6075,Midnite Solar,US,60:1d:0f,17722 67th Ave NE #C,Arlington  WA  98223
6076,6076,David Clark Company,US,50:a6:e3,360 Franklin St.,Worcester  MA  01615
6077,6077,"Uzushio Electric Co.,Ltd.",JP,54:9a:16,105,Imabari-city  Ehime pref.  7948582
6078,6078,3COM EUROPE LTD,GB,40:01:c6,Peoplebuilding 2,Hemel Hempstead  HERTS.  HP2 4NW
6079,6079,"Sentrus Government Systems Division, Inc",US,60:8d:17,141 Chesterfield Industrial Blvd,Chesterfield  MO  63005-1219
6080,6080,"Lih Rong electronic Enterprise Co., Ltd.",TW,80:91:2a,"2F, No. 2, Lane 387, Hsin Shu Road",Hsin Chuang  Taipei  242
6081,6081,"LeapFrog Enterprises, Inc.",US,80:38:fd,6401 Holis Street,Emeryville  CA  94608
6082,6082,EdgeCore Networks,US,70:72:cf,20 Mason,Irvine  CA  92618
6083,6083,ghe-ces electronic ag,CH,80:3b:9a,Hoemelstraße 17,Wald  ZH  8636
6084,6084,"CHENG UEI PRECISION INDUSTRY CO.,LTD",TW,9c:cd:82,"No.18, Chung Shan Rd., Tu-Cheng Industry Park ",Tu Cheng City  Taipei Hsien  23680
6085,6085,Hatteland Computer AS,NO,00:3d:41,Aamsosen,Nedre Vats  Rogaland  5578
6086,6086,ViE Technologies Sdn. Bhd.,MY,08:76:18,"no. 85-A, Lintang Bayan Lepas 11,",Bayan Lepas  Penang  11900
6087,6087,Ragsdale Technology,US,a4:ad:00,505 Echo Lane,Big Bear Lake  CA  92315
6088,6088,"IDN Telecom, Inc.",US,2c:19:84,2669 Great Arbor Way,Union City  CA  94587
6089,6089,"3NOD MULTIMEDIA(SHENZHEN)CO.,LTD",CN,38:63:f6,"F6,Building11,Shenzhen Software Park",Shenzhen  Guangdong  518057
6090,6090,Lumens Digital Optics Inc.,TW,dc:e2:ac,"5F, No.35, Sintai Rd., Jhubei City",Jhubei   HsinChu  302
6091,6091,Nortel Networks,MX,98:d8:8c,CARRETERA BASE AEREA # 5850,Zapopan  Jalisco  44130
6092,6092,Net Optics,US,c8:87:3b,5303 Betsy Ross Drive,Santa Clara  CA  95054
6093,6093,Advanced Micro Peripherals,GB,b0:e9:7e,Unit 1 Harrier House,Witchford  Cambridgeshire  CB6 2HY
6094,6094,"Informtekhnika & Communication, LLC",RU,d4:4c:a7,"1, build. 2/1, Verhnaya",Moscow    107140
6095,6095,Kong Yue Electronics & Information Industry (Xinhui) Ltd.,CN,20:2c:b7,"Kong Yue Industrial Park, 18 Kongyue Road, Jinguzhou",Jiangmen  Guangdong  529141
6096,6096,Mine Site Technologies,AU,68:cc:9c,113 Wicks Road,North Ryde  NSW  2113
6097,6097,"BSP Co., Ltd.",KR,04:b4:66,162-10,Gumi  Gyeungsangbuk Do  730-902
6098,6098,IBM Corp,US,e4:1f:13,3039 E Cornwallis Road,Research Triangle Park  NC  27709-2195
6099,6099,Alec Sicherheitssysteme GmbH,DE,00:27:1b,Friedrich-Hoelscher-Strasse 367,Dortmund    44328
6100,6100,"Suzhou NEW SEAUNION Video Technology Co.,Ltd",CN,00:27:18,"383 Jingmao Road, Industry Park",Suzhou  Jiangsu  215021
6101,6101,"Cisco Systems, Inc",US,00:27:0c,80 West Tasman Drive,San Jose  CA  94568
6102,6102,Adura Technologies,US,00:27:0b,28 Second Street,San Francisco  CA  94105
6103,6103,Sectronic,FR,00:27:05,Z.I. Les Saulniers,Sainte-Maure de Touraine    37800
6104,6104,YOISYS,KR,00:27:06,"309-52 SUNGSU-2GA, 1DONG, SUNGDONG-GU",SEOUL    133-827
6105,6105,S.E.M. srl,IT,00:26:f9,"via Lecco, 61",Vimercate  Monza Brianza  20059
6106,6106,SMC Networks,US,00:26:f3,20 Mason,Irvine  CA  92618
6107,6107,"IGI Mobile, Inc.",KR,68:85:40,"4F Kyongnam Bldg.,",Seoul    135-080
6108,6108,"Nuvon, Inc",US,64:65:c0,3130 Alpine Road,Portola Valley  California  94028
6109,6109,"Shanghai EDO Technologies Co.,Ltd.",CN,f0:de:71,"Unit 12302, Building 12,498 Guoshoujing Road, Pudong New Area",Shanghai    201203
6110,6110,Ragentek Technology Group,CN,28:fb:d3,"D10/D11?No.3188, Xiupu Road, PuDong District, Shanghai",Shanghai    201703
6111,6111,2N TELEKOMUNIKACE a.s.,CZ,7c:1e:b3,Modranska 621,Prague    143 01
6112,6112,LNT-Automation GmbH,DE,10:45:f8,Hans-Paul-Kaysser-Straße 1,Leutenbach-Nellmersbach  BW  D-71397
6113,6113,"LENUS Co., Ltd.",KR,64:4f:74,18-5 Gwacheon-Dong,Gwacheon  Gyeonggi-Do  427-060
6114,6114,GiK mbH,DE,78:7f:62,Goethestraße 5,Aachen    52064
6115,6115,MICRO WORLD ,US,d4:aa:ff,19370 VAN NESS AVE ,TORRANCE   CA  90501
6116,6116,DishTV NZ Ltd,NZ,c4:fc:e4,10 Penney Ave,Auckland    1041
6117,6117,"Axium Technologies, Inc.",US,0c:d7:c2,6625 N. Calle Eva Miranda,Irwindale  CA  91702
6118,6118,Leica Microsystems (Schweiz) AG,CH,40:f5:2e,Max Schmidheiny-Strasse 201,Heerbrugg  SG  9435
6119,6119,CombiQ AB,SE,64:bc:11,Science Park,Jonkoping    553 18
6120,6120,BK Electronics cc,ZA,40:97:d1,150 Swaardlelie Ave,Pretoria  Gauteng  0184
6121,6121,"DATECS LTD.,",BG,68:aa:d2,BUL. TSARIGRADSKO SHOSSE 115A,SOFIA    1784
6122,6122,"Legrand Home Systems, Inc",US,00:26:ec,301 Fulling Mill Rd,Middletown  PA  17057
6123,6123,"Visionhitech Co., Ltd.",KR,00:26:e6,Vision bldg. 150-3,Buchon  Kyunggi-Do  420-822
6124,6124,ASITEQ,KR,00:26:e0,"5F, DONGYOUNG Bldg,382-6,Yatap dong",Sung Nam si  Kyounggi-do  463-827
6125,6125,Universal Media Corporation /Slovakia/ s.r.o.,SK,00:26:da,Mickiewiczova 7104/14,Bratislava    811 07
6126,6126,Zeno Information System,KR,00:26:d3,"#1404 A-Dong Digital Empire Bldg, 980-3, Youngtong-dong, Youngtong-gu",Suwon City  Gyeonggi-Do  443-702
6127,6127,IRCA SpA,IT,00:26:d4,Viale Venezia 31 - C.P. 248,San Vendemiano (Treviso)  Italy  31020
6128,6128,"PurpleComm, Inc.",US,00:26:cd,"2620 Augustine Dr., Ste. 100",Santa Clara  CA  95054
6129,6129,Daruma Telecomunicações e Informática S.A.,BR,10:88:0f,"AVENIDA INDEPENDENCIA, 3500, LOTEAMENTO INDUSTRIAL",Taubaté  São Paulo  12032-000
6130,6130,"Mobile Device, Inc. ",TW,4c:4b:68," 8F-1, No. 145, Sianjheng 9th Rd., ","Jhubei City,   Hsinchu County   30251"
6131,6131,Visiontec da Amazônia Ltda.,BR,94:ba:31,"Rod. Geraldo Scavone, 2300 - Galpao 27",Jacareí  SP  12305-490
6132,6132,DQ Technology Inc.,US,f4:5f:f7,5111 Johnson Drive,Pleasanton  CA  94588
6133,6133,JABLOCOM s.r.o.,CZ,60:f1:3d,V Nivach 12,Jablonec nad Nisou    466 01
6134,6134,AnaCom Inc,US,0c:ef:7c,1996 Lundy Ave,San Jose  CA  95131
6135,6135,"REPOTEC CO., LTD.",TW,e0:8f:ec,"3F, 258. ","CHUNG HO CITY, TAIPEI COUNTY    235"
6136,6136,Beckman Coulter K.K.,JP,d0:d2:86,"454-32 Higashino,","Nagaizumi-cho, Sunto-gun,  Shizuoka-ken  411-0943"
6137,6137,Sypro Optics GmbH,DE,1c:0f:cf,Carl-Zeiss-Promenade 10,Jena  Thuringia  07745
6138,6138,AIO LCD PC BU / TPV,TW,00:25:ab,"10F., No., 230, Liancheng Rd.",Zhonghe City  Taipei Taiwan  23553
6139,6139,EuroDesign embedded technologies GmbH,DE,00:25:a4,Waldstratraße 4A,Kirchdorf a.d. Amper  Bayern  85414
6140,6140,Zhong Shan City Litai Electronic Industrial Co. Ltd,CN,00:25:98,"No.3 Industrial District, Wuguishan, Cheng gui Road",Zhong shan City  Guang dong Province  528458
6141,6141,"NEXTEK, Inc.",US,00:25:91,410 Douglass Street,Reading  PA  19601
6142,6142,ESUS ELEKTRONIK SAN. VE DIS. TIC. LTD. STI.,TR,00:25:8c,ESENSEHIR MAHALLESI KURKCULER CADDESI,ISTANBUL    34776
6143,6143,"Vitality, Inc.",US,00:25:87,One Broadway,Cambridge  MA  02142
6144,6144,x-star networks Inc.,TW,00:25:81,"1F,NO1-2,Chungching S.Rd.Sec 3",Taipei    10076
6145,6145,Maksat Technologies (P) Ltd,IN,00:25:82,"D-10/6, Okhla, Phase-I",New Delhi    110020
6146,6146,JSC Concern Sozvezdie,RU,00:25:78,"Plekhanovskaya st., 14",Voronezh    394018
6147,6147,PointRed Telecom Private Ltd.,TW,00:25:7d,"15F - 5., No. 1071, Zhongzheng Road,",Taoyuan City 330    330
6148,6148,D-BOX Technologies,CA,00:25:77,2172 de la Province,Longueuil  Quebec  J4G 1R7
6149,6149,"Zhejiang Tianle Digital Electric Co.,Ltd",CN,00:25:71,"No.8 Tianle Rd,Economic Development Zone",Shengzhou  Zhejiang  312400
6150,6150,inIT - Institut Industrial IT,DE,00:25:6a,Liebigstrasse 87,Lemgo  Northrhine-Westfalia  32657
6151,6151,Vizimax Inc.,CA,00:25:65,"2284, rue de la Province",Longueuil  Québec  J4G 1G1
6152,6152,"Shanghai Dare Technologies Co.,Ltd.",CN,00:25:5e,"22F,Info Tech Building, No.1555,Kongjiang Road,",  Shanghai  200092
6153,6153,MPEDIA,KR,00:25:58,Shinyoung Tower 12F 246-2,Seongnam  Gyeonggi-do  463-824
6154,6154,Bluetechnix GmbH,AT,00:26:35,Waidhausenstr. 3/19,Vienna    1140
6155,6155,HAMAMATSU TOA ELECTRONICS,JP,00:26:2f,9162-1,HAMAMATSU  SIZUOKA  431-2102
6156,6156,JRD Communication Inc,CN,00:26:23,"16/F, TCL Tower, Gaoxin Nanyi Road, Nanshan District",Shenzhen  Guangdong  518057
6157,6157,companytec automação e controle ltda.,BR,00:26:28,Rua Marcilio Dias 3005,Pelotas  Rio Grande do Sul  96020-480
6158,6158,NEOVIA INC.,KR,00:26:1c,"503 LOTTE IT CASTLE 1DONG,550-1",SEOUL    153-768
6159,6159,Teracom Limited,IN,00:26:15,B-84,Noida  Uttar Pradesh  201301
6160,6160,Rosemount Inc.,US,00:26:16,8200 Market Boulevard,Chanhassen  MN  55317
6161,6161,Apacewave Technologies,US,00:26:10,"48389 Fremont Blvd, STE#100",Fremont  CA  94538
6162,6162,"Phyllis Co., Ltd.",TW,00:26:09,"9th Fl., Room 3/4, No. 52, Sec. 2, Chung Shan North Road,",Taipei    104
6163,6163,StarLeaf Ltd.,GB,00:26:8c,"Chaston House, Mill Court",Cambridge    CB22 5LD
6164,6164,Mitsubishi Electric Co.,JP,00:26:92,2-7-3 Marunouchi,Chiyoda-ku  Tokyo  100-8310
6165,6165,"Quantenna Communcations, Inc.",US,00:26:86,3450 W. Warren Ave.,Fremont  CA  94538
6166,6166,SIL3 Pty.Ltd,AU,00:26:80,Factory 10,DANDENONG  VICTORIA  3175
